"X1SEX","X1RACE","X1MOMRESP","X1MOMEDU","X1MOMRACE","X1DADRESP","X1DADEDU","X1DADRACE","X1HHNUMBER","X1SES","X1MTHUTI","X1MTHEFF","X1MTHINT","X1SCIUTI","X1SCIEFF","X1SCIINT","X1SCHOOLBEL","X1SCHOOLENG","X1STUEDEXPCT","X1PAREDEXPCT","X1TMRACE","X1TMCERT","X1LOCALE","X1REGION","X1SCHOOLCLI","X1COUPERTEA","X1COUPERCOU","X1COUPERPRI","X3TGPA9TH","S1NOHWDN","S1NOPAPER","S1NOBOOKS","S1LATE","S1PAYOFF","S1GETINTOCLG","S1AFFORD","S1WORKING","S1FRNDGRADES","S1FRNDSCHOOL","S1FRNDCLASS","S1FRNDCLG","S1HRMHOMEWK","S1HRSHOMEWK","S1HROTHHOMWK","S1SUREHSGRAD","P1BEHAVE","P1ATTEND","P1PERFORM","P1HWOFTEN","X4EVERDROP","X4PSENRSTLV"
"0","3","1","5","3","0","0","0","3",0.2926,-0.3,-1.41,-1.01,-1.08,-0.91,-0.28,-0.13,-0.24,"8","6","8","1","2","2",0.4,-0.25,0.68,1.1,2,"1","3","2","2","1","3","4","2","1","1","2","1","1","2",3,"2","3","1","1","3","0","1"
"0","8","1","5","8","0","2","8","4",0.5394,-0.7,-0.56,0.19,-0.89,-0.59,0.16,-0.39,0.25,"10","6","8","1","4","3",0.83,-0.6,-1.38,-1.11,3,"4","1","1","1","2","3","4","2","2","2","1","1","6","1",1,"1","1","1","1","4","0","1"
"1","5","1","4","5","0","4","5","5",0.297,1.31,-0.58,-0.18,1.69,-0.05,-1.47,1.59,0.23,"8","11","5","1","2","3",0.24,-0.34,1.15,0.69,2.5,"2","1","2","2","4","4","3","4","1","1","1","1","1","1",1,"1","1","1","1","5","0","1"
"0","8","1","3","8","0","3","8","3",0.2845,0.27,-0.17,0.86,0.84,-0.05,0.86,1.59,1.39,"4","6","8","1","4","2",0.16,-1,-0.36,-0.39,2,"1","1","1","1","3","4","4","3","1","2","1","1","1","1",1,"1","1","3","1","3","0","0"
"0","8","1","2","8","0","2","8","4",-0.6654,-1.27,-0.29,-1.63,-0.89,0.97,-2.26,-1.58,0.71,"11","6","8","0","3","2",0.64,-0.33,-0.55,0.2,2.5,"2","1","1","2","3","4","2","3","1","1","1","1","1","1",1,"2","2","1","1","3","0","1"
"0","8","0","2","8","1","1","8","4",-0.9745,-0.3,0.1,0.49,0.28,1.42,1.7,0.49,0.59,"6","11","8","0","2","3",-0.47,0.87,0.61,0.95,2.5,"2","2","1","1","4","4","4","3","1","1","1","1","2","2",2,"1","2","2","1","4","0","2"
"0","8","1","4","8","0","4","8","5",0.6427,-0.7,0.1,0.87,-0.89,-0.17,-0.67,-0.04,-0.58,"6","6","8","1","2","2",-0.52,0.11,0.33,0.95,3,"3","2","2","2","4","4","3","4","1","1","1","1","2","1",2,"1","1","1","1","4","0","1"
"0","3","1","3","3","0","0","0","3",0.1039,1.31,1.62,0.87,-1.13,-0.05,-0.23,-0.12,-1.79,"6","6","8","1","2","2",0.22,-0.25,0.68,1.1,1.5,"3","3","3","3","4","4","3","3","1","1","2","1","1","1",1,"1","3","3","3","3","0","1"
"0","6","1","4","3","0","0","0","4",0.3202,1.31,1.62,1.72,1.27,1.53,1.7,1.59,1.01,"8","6","8","1","2","3",1.09,-2.76,-2.32,0.95,3.5,"2","1","1","1","1","4","3","4","1","2","1","1","2","2",3,"1","4","1","2","3","0","1"
"1","5","1","4","5","0","0","0","4",0.4073,-1.33,-1.41,-0.66,-2.11,-1.33,-1.82,-2.06,-0.48,"2","6","8","1","1","4",-1.51,-0.6,-1.38,-1.11,1.5,"1","1","3","4","3","3","3","3","2","2","1","1","1","1",1,"2","2","1","2","3","0","3"
"0","6","1","2","8","0","4","8","3",0.1891,-0.3,-0.56,0.38,0.28,-0.78,0.16,-0.62,1.01,"8","6","8","1","3","3",-1.11,-0.8,-2.74,-2.18,2.5,"2","1","1","1","3","3","2","4","1","2","1","1","1","1",2,"1","1","1","1","1","0","2"
"1","2","1","3","2","0","4","2","4",0.5626,0.9,1.21,1.41,1.27,1.42,0.86,1.04,1.39,"10","8","8","1","4","1",0.18,1.36,1.15,1.1,3.5,"1","1","1","1","4","3","3","4","1","1","1","1","1","1",3,"1","1","1","1","2","0","1"
"1","3","1","2","3","0","0","0","7",-1.2098,-0.3,1.62,0.87,-1.88,-1.75,-0.67,0.37,0.71,"8","10","8","1","2","2",-1.66,0.33,-0.49,0,2,"2","1","1","2","3","1","3","4","1","1","1","1","1","1",1,"1","3","3","1","4","0","0"
"0","8","0","2","8","1","2","8","5",-0.3759,0.9,0.1,0.49,-1.27,0.25,1.7,-0.04,1.01,"5","2","8","1","1","4",-0.01,0.03,0.61,0.59,1.5,"2","1","1","1","3","3","1","3","1","1","1","1","1","1",1,"1","3","1","3","3","0","0"
"1","8","1","4","8","0","2","8","5",0.4233,0.9,0.1,0.85,0.71,-0.46,-0.28,1.59,1.01,"8","11","8","1","3","3",0.78,-0.8,-0.08,0.74,3.5,"2","1","1","1","4","4","4","4","1","1","1","1","1","1",1,"1","2","1","1","2","0","1"
"1","3","1","3","3","0","0","0","4",0.4466,0.9,-0.44,-0.48,0.28,0.5,-0.67,-0.29,-0.88,"10","11","8","3","2","3",-1.32,-1.38,-0.81,-0.68,2,"3","2","2","3","3","4","3","3","1","1","2","1","2","2",2,"1","2","1","1","3","0","0"
"1","3","1","4","3","0","3","3","3",0.8328,1.31,1.62,0.96,0.71,-0.18,-0.23,1.59,1.39,"10","6","8","5","4","4",-0.43,1.56,1.15,1.1,3,"1","1","1","1","4","3","2","4","1","1","1","1","2","2",5,"1","1","1","1","5","0","0"
"0","8","1","5","8","0","0","0","3",0.3735,0.67,1.34,1.71,-0.28,0.68,-0.23,0.21,-0.28,"2","5","8","0","4","3",-0.57,1.36,1.15,1.1,2.5,"3","2","2","1","2","3","3","3","1","1","1","1","4","2",4,"2","1","1","3","1","0","0"
"0","8","1","2","6","0","0","0","5",0.0755,-0.3,0.51,-0.66,0.1,0.25,0.16,0.49,-0.6,"11","2","8","0","4","3",0.14,0.03,0.61,0.69,1.5,"4","3","1","1","1","3","2","3","1","2","1","1","1","2",2,"2","2","1","2","3","1","2"
"0","8","1","5","8","0","0","0","4",1.1395,0.9,-0.56,0.55,-0.33,-1.33,-0.17,1.34,-0.14,"10","6","8","0","1","3",1.16,0.8,-1.38,-0.1,3,"2","3","1","2","3","2","4","3","2","2","1","1","3","2",2,"1","1","1","1","1","0","1"
"0","5","1","1","5","0","1","5","4",-0.7076,-0.13,-1.68,-1.01,-0.33,-0.9,-1.05,-1.46,-0.96,"11","3","8","1","2","3",-1,-2.48,-1.72,-3.43,1.5,"4","2","2","2","2","2","1","2","2","2","1","1","1","1",1,"2","1","1","1","2","0","0"
"0","8","1","2","8","0","2","8","4",-0.5896,-0.76,0.1,0.19,-0.89,-0.16,0.09,0.85,0.21,"4","11","8","2","3","3",0.78,-0.62,-0.21,0.35,2,"3","2","1","1","4","4","3","2","1","1","1","1","2","1",1,"1","4","1","4","1","0","0"
"0","8","0","4","8","1","4","8","5",0.2875,-0.3,-1.02,-1.01,0.1,0.25,0.49,-0.04,-0.28,"10","8","8","1","1","3",-1.9,0.11,0.61,1.1,2.5,"3","2","2","1","3","4","3","3","1","1","1","1","2","1",2,"1","2","1","3","3","0","2"
"1","3","1","2","3","0","5","3","4",0.4307,-0.7,0.1,-0.16,0.28,-0.17,-0.28,-0.39,-1.05,"6","10","3","1","1","3",0.01,-0.8,-1.38,-1.11,3.5,"2","4","2","2","4","4","4","3","1","1","1","1","1","2",2,"1","1","1","1","5","0","1"
"0","8","1","2","8","0","2","8","3",-0.4232,-0.3,0.1,0.19,1.69,0.25,0.16,-0.04,-0.2,"8","10","8","1","3","1",-0.32,-0.8,-0.33,-1.11,3,"2","2","2","2","4","3","3","3","1","2","1","1","1","2",2,"2","2","1","1","4","0","1"
"0","8","1","2","8","0","2","8","3",-0.7735,0.9,0.1,0.14,0.71,-0.36,1.26,-0.04,-0.75,"6","2","8","1","2","3",-1,1.09,1.02,1.1,2,"4","3","1","2","4","4","4","4","1","1","1","1","1","2",2,"1","1","1","1","3","0","0"
"0","8","1","5","8","0","7","8","4",1.998,0.9,0.1,1.6,0.1,0.25,-0.6,0.77,-0.7,"8","10","8","5","2","2",1.09,-0.11,-0.08,-0.16,2.5,"3","3","2","1","4","4","4","4","1","1","1","1","1","1",1,"2","2","1","2","5","0","0"
"1","8","1","2","8","0","0","0","3",0.1563,-0.3,-0.56,0.19,1.27,-0.05,1.64,-0.04,0.59,"8","6","8","1","4","3",-0.76,0.17,0.39,0.04,3,"2","2","1","1","4","3","3","4","1","1","1","1","2","2",2,"1","1","1","1","3","0","2"
"1","8","1","5","8","0","2","8","4",0.1557,0.27,0.1,1.6,0.71,0.25,0.16,0.21,0.52,"8","10","8","1","4","3",-0.22,-0.52,-0.96,0.01,4,"2","1","2","1","4","4","3","3","1","2","1","1","1","1",2,"1","1","1","1","2","0","0"
"1","2","1","4","8","0","5","8","5",0.7935,0.9,0.51,1.02,-0.33,0.25,0.16,1.26,1.01,"11","6","8","1","2","2",-0.16,0.23,-0.02,-0.35,3.5,"2","1","1","1","2","3","3","3","1","1","1","1","1","1",2,"1","1","1","1","3","0","1"
"1","8","1","2","8","0","2","8","5",0.0472,-0.3,-0.56,-1.43,-1.5,-2.91,-1.38,-0.95,-0.77,"2","11","8","1","1","2",-0.13,-0.12,-1.35,-1.15,2,"4","2","1","3","3","3","3","3","1","2","1","1","1","1",1,"2","1","1","1","1","1","0"
"0","8","1","4","8","0","4","8","6",0.7743,-0.3,0.1,0.86,0.1,-0.48,-0.6,-0.04,-0.2,"10","10","8","1","3","1",-2.03,0.81,0.33,0.52,2.5,"2","2","2","2","4","4","4","4","1","1","1","1","2","2",2,"1","1","1","1","1","0","1"
"1","5","1","2","5","0","0","0","4",-0.3554,-1.56,0.1,0.19,-0.89,-0.16,-0.3,0.55,0.71,"11","6","8","1","2","1",0.02,0.17,0.55,-0.16,2.5,"2","1","1","2","3","3","3","3","1","1","2","1","1","1",2,"1","1","1","1","5","0","3"
"1","3","1","5","3","0","0","0","4",1.2788,-0.7,-0.3,0.19,-0.89,0.25,0.16,-0.39,1.39,"8","10","8","0","2","1",0.68,0.51,0.81,0.67,3,"1","1","1","1","3","3","3","3","1","1","1","1","2","2",2,"1","1","1","1","3","0","1"
"1","8","1","5","8","0","4","8","5",1.474,-0.3,0.1,0.49,-0.47,1.83,1.38,1.59,1.01,"8","8","8","1","2","1",0.31,-1.5,-1.5,-1.25,3,"2","1","1","1","4","4","4","4","1","1","1","1","2","2",2,"1","1","1","2","2","1","1"
"0","6","0","4","8","1","5","8","5",0.9802,-0.3,-0.73,0.08,-0.33,-0.17,0.16,-0.09,-0.5,"6","6","8","1","1","4",-2.76,-0.32,0.55,-2.89,3.5,"2","2","2","3","2","3","3","3","1","2","1","1","2","1",4,"1","1","1","1","3","0","1"
"0","3","1","3","3","0","0","0","2",-0.5966,1.31,0.1,0.19,1.69,1.83,0.56,1.34,1.39,"6","11","8","1","4","2",-0.6,0.6,0.2,0.8,3,"1","1","1","1","3","3","3","3","1","1","1","1","1","2",1,"1","1","1","1","1","0","1"
"1","8","1","2","8","0","2","8","4",-0.3372,-1.33,-1.41,-0.66,-0.89,-0.46,0.16,-0.04,0.63,"8","10","3","1","1","3",-1.23,-0.33,-1.38,1.1,1.5,"3","1","1","1","4","4","4","4","1","1","1","1","1","1",1,"2","1","2","1","3","0","0"
"1","8","0","0","0","1","2","8","2",-0.1813,0.9,-1.22,0.19,0.1,-2.49,-0.62,-0.06,0.52,"8","8","8","1","1","1",-0.46,-1.44,-0.9,-0.14,3,"2","1","2","1","4","3","3","3","1","1","1","1","1","1",2,"1","1","1","1","3","0","2"
"1","3","1","4","3","0","3","3","3",0.7606,-1.33,0.94,0.19,-0.33,-0.05,1.38,-0.39,-1.05,"8","10","8","1","4","3",0.76,-2.76,-0.21,-1.11,3.5,"2","4","2","2","4","4","3","3","1","1","1","1","1","1",2,"1","1","1","1","1","0","1"
"0","8","1","2","8","0","1","8","3",-0.6181,-3.51,-2.92,-2.11,-3.1,-0.89,-1.37,-1.05,-0.81,"2","1","8","1","4","2",1.02,0.52,-0.96,-0.61,1,"3","3","1","3","1","1","3","3","2","2","2","2","1","1",1,"2","4","2","4","4","1","2"
"1","8","0","0","0","1","3","8","5",0.0504,-0.3,1.62,0.19,-0.33,-0.48,-1,0.84,1.09,"11","8","8","1","1","4",-0.41,-0.6,-1.38,-1.11,2.5,"1","1","1","2","4","4","4","4","1","2","1","1","2","1",2,"1","1","1","1","4","0","0"
"1","8","1","2","8","0","4","8","6",0.4316,-0.13,-1.29,-1.49,-0.33,0.25,0.87,-0.73,0.14,"8","6","8","3","2","2",-1.01,-0.6,0.21,0.95,3,"3","1","2","1","4","4","4","4","2","2","1","2","2","1",3,"1","1","1","2","3","0","2"
"1","8","1","2","8","0","0","0","4",-0.5628,1.31,1.62,1.34,1.69,1.83,1.38,1.59,0.59,"11","4","8","1","2","2",-0.14,1.56,-0.94,1.1,2.5,"2","2","1","1","3","4","1","2","1","1","1","1","1","1",1,"2","1","1","2","4","0","2"
"1","8","1","4","8","0","0","0","2",0.6518,1.31,0.1,1.72,1.69,-0.05,0.54,1.1,0.71,"11","8","8","1","2","1",-0.68,-1.09,-1.38,-0.75,3.5,"2","1","1","2","4","4","3","4","1","1","1","1","2","2",1,"1","1","1","1","3","0","1"
"0","5","1","2","5","0","0","0","2",-0.6665,0.9,0.49,0.17,0.71,0.67,2.03,-0.12,1.01,"11","2","8","3","4","2",0.22,-1.09,-1.5,-1.11,2,"2","1","1","1","2","3","2","2","1","1","1","1","3","4",3,"1","2","2","2","2","0","0"
"0","6","1","3","6","0","2","8","3",0.921,-0.7,-1.02,-1.01,0.66,0.69,1.38,-1.43,-0.58,"6","6","8","1","4","3",-3.31,1.56,1.15,1.1,2,"3","2","2","2","2","3","3","3","1","1","1","1","1","1",1,"2","2","2","1","4","0","1"
"0","8","1","5","8","0","5","8","4",1.5312,-0.3,0.1,0.57,0.1,0.25,1.38,1.59,0.29,"10","8","8","1","2","2",0.14,0.58,-0.56,0,4,"2","2","1","2","3","3","3","3","1","1","1","1","1","2",3,"1","1","1","1","3","0","1"
"1","3","1","2","3","0","2","3","5",-1.1647,1.31,-1.29,-0.54,0.15,0.36,0.49,0.19,0.23,"8","10","3","5","4","3",-0.86,-0.8,-1.85,-1.61,2,"2","1","2","2","4","4","2","3","1","1","1","1","4","2",1,"1","2","2","1","2","0","2"
"0","8","1","2","6","0","2","6","5",-0.3664,0.5,1.62,0.17,0.84,0.25,0.49,1.34,1.39,"8","6","8","1","2","1",-0.41,-0.8,1.15,1.1,2.5,"1","1","1","1","3","3","3","3","1","1","1","1","1","1",1,"1","1","1","1","1","0","2"
"0","8","1","4","8","0","4","8","4",0.8524,0.9,-0.69,-0.36,1.69,1.83,2.03,1.1,1.01,"8","6","8","1","4","3",0.64,0.23,-0.9,0.03,3,"2","1","1","1","4","4","3","3","1","1","1","1","1","1",1,"1","1","1","1","1","0","1"
"1","8","1","2","8","0","2","8","4",-0.5778,1.31,1.34,1.69,-0.89,0.69,-0.62,1.26,1.09,"8","8","8","1","2","2",-0.16,0.23,-0.02,-0.35,3,"1","1","1","2","4","4","4","3","1","2","1","1","2","1",2,"1","1","1","1","3","0","1"
"0","8","1","2","8","0","3","8","6",-0.3453,0.27,0.95,1.35,0.28,-0.59,-1.45,1.34,-1.53,"10","6","8","3","2","2",-0.14,1.56,-0.94,1.1,2.5,"2","4","3","2","3","3","3","3","1","1","1","1","1","1",1,"1","1","1","1","1","1","2"
"1","8","1","3","8","0","0","0","4",-0.9782,1.31,0.9,-0.18,1.69,0.25,-0.17,-0.37,1.39,"8","6","8","1","3","3",-1.9,-0.25,0.34,1.1,4,"1","1","1","1","3","3","3","3","1","2","1","1","2","2",2,"1","1","1","1","1","0","1"
"1","3","1","3","3","0","3","3","5",0.2324,-0.7,-0.17,0.1,0.84,-1.18,-0.28,-0.92,-0.2,"10","6","3","1","2","3",-4.22,-1.38,-0.49,-0.68,3,"2","2","2","2","4","3","3","4","1","1","1","1","1","1",1,"1","2","2","2","3","1","2"
"0","7","1","4","9","0","3","9","5",-0.0526,-0.3,0.1,-1.01,-0.89,-0.57,-1.05,-0.29,0.71,"10","6","8","3","2","4",-0.3,-0.54,-1.03,-1.11,2,"2","1","1","2","3","3","2","3","1","2","1","1","3","2",2,"1","2","1","1","1","0","0"
"0","8","1","2","8","0","2","8","4",-0.3332,1.31,1.62,1.69,1.13,1.42,2.03,1.59,0.21,"10","8","8","1","1","2",1.38,-0.53,-0.15,-1.18,2.5,"3","2","1","1","4","4","3","4","1","1","1","1","1","1",1,"1","1","1","1","4","0","1"
"0","8","1","5","8","0","4","8","6",0.7825,1.31,1.62,1.72,0.1,1.83,-1.51,0.75,0.52,"6","10","8","1","2","2",-1.18,0.51,0.14,-1.11,4,"2","1","2","1","3","3","2","3","1","1","1","1","1","1",2,"1","2","1","1","1","0","1"
"0","4","1","7","4","0","2","4","3",0.0357,1.31,-0.58,0.66,-0.52,-0.91,-1.45,0.65,0.63,"3","2","5","1","2","3",-2.88,1.09,0.55,0,0.25,"2","1","1","3","4","4","4","4","1","1","1","1","2","1",6,"1","2","2","1","4","1","1"
"1","1","1","2","6","0","4","6","6",0.3013,-0.23,-0.95,-0.74,0.1,0.24,-0.67,-3.14,-2.4,"4","6","8","1","1","4",-1.88,-0.05,1.15,-0.01,1.5,"3","4","4","2","3","3","4","2","2","2","1","2","1","1",3,"2","2","2","1","2","1","1"
"1","2","1","7","8","0","0","0","3",1.4472,1.31,0.94,1.34,0.28,0.25,0.16,1.26,1.39,"10","10","8","1","4","3",0.17,0.44,1.15,1.1,3.5,"1","1","1","1","4","4","4","4","1","1","1","1","2","3",2,"1","1","1","1","1","0","1"
"0","8","1","2","8","0","2","8","4",-1.0067,-0.3,0.1,-1.01,0.1,0.25,1.19,0.16,0.59,"6","11","8","1","3","1",0.47,0.31,0.61,1.1,3,"2","2","1","1","3","3","3","3","1","2","1","1","1","1",2,"1","2","1","1","1","0","0"
"1","3","1","5","3","0","5","3","5",1.3326,-0.3,-0.17,0.19,-0.33,-1.33,-1,1.34,0.52,"10","8","3","5","2","3",-1.58,0.78,0.32,1.1,3,"2","1","2","1","4","4","4","3","1","1","1","1","1","1",1,"1","1","1","1","3","0","1"
"0","8","1","4","8","0","4","8","4",0.2789,-0.3,-0.73,0.19,0.1,-0.49,-0.28,-0.64,-0.53,"6","10","8","1","1","2",-0.98,1.56,1.15,1.1,3,"4","1","2","2","2","2","3","2","1","1","1","1","1","1",1,"1","2","1","1","1","0","1"
"1","2","0","4","2","1","4","2","5",1.0482,-0.7,0.9,1.02,-0.33,-1.02,-0.17,-0.04,0.6,"11","11","3","1","2","1",1.25,1.56,1.15,1.1,3.5,"1","1","2","2","3","3","3","3","1","2","1","1","2","2",4,"1","1","1","1","3","0","1"
"1","8","0","4","8","1","4","8","4",0.0864,-1.8,-2.92,-1.49,0.15,-0.89,0.61,-0.64,-0.39,"11","4","8","1","1","2",-0.34,-0.52,1.02,1.1,3,"3","2","1","3","2","3","2","3","1","2","1","1","4","2",1,"2","1","1","1","4","0","2"
"1","8","1","2","8","0","0","0","4",-1.5209,0.27,0.95,2.08,0.1,0.25,-0.17,0.55,1.39,"6","8","8","1","1","2",-0.52,0.03,-0.22,0.74,0.5,"1","1","1","1","3","4","3","3","1","1","1","1","1","1",1,"1","1","1","1","2","1","0"
"1","8","1","2","8","0","5","8","7",-0.1131,-0.13,-0.75,-1.01,0.84,0.25,-1.05,-0.04,0.52,"10","6","8","1","3","2",0.19,1.07,-0.15,-0.4,3.5,"2","1","2","1","4","4","3","3","1","2","1","1","2","2",2,"1","1","1","1","1","0","1"
"0","8","1","2","8","0","2","8","5",-0.8725,-0.3,-0.56,-0.18,0.1,-0.05,0.5,1.34,-0.2,"10","6","8","1","2","3",0.31,-0.19,-0.9,-1.11,2.5,"2","2","2","2","3","4","3","4","1","1","1","1","2","2",2,"1","1","1","1","2","0","1"
"1","8","0","4","8","1","4","8","4",0.4098,-0.3,-0.56,-0.18,1.27,-0.48,1.27,-0.04,0.1,"10","10","8","1","1","2",0.56,-0.51,0.34,1.1,4,"2","2","2","1","4","4","3","4","1","1","1","1","1","2",2,"1","1","1","1","2","0","1"
"0","2","1","1","2","0","0","0","3",-1.7157,1.31,1.34,2.08,0.1,-0.18,0.91,1.59,1.01,"11","11","8","1","2","1",0,-0.53,-0.78,1.1,3,"2","1","1","1","4","4","2","4","1","1","1","1","3","3",3,"1","1","1","1","4","0","1"
"1","8","0","4","8","1","5","8","4",1.0707,-0.7,-1.29,0.49,-0.89,-1.63,0.56,0.35,0.16,"8","8","8","1","2","3",1.08,-1.44,-2.07,-1.97,3.5,"2","3","1","1","3","3","4","3","1","1","1","1","1","2",3,"1","1","1","1","2","0","1"
"0","3","0","0","0","1","4","3","4",0.3709,-0.36,1.34,-1.98,-0.84,1.83,0.16,0.45,-0.14,"8","8","8","1","2","3",-0.61,-2.76,-2.32,0.95,1,"2","4","2","2","3","3","4","3","1","1","1","1","2","2",4,"1","2","4","2","1","1","1"
"0","8","0","2","8","1","2","8","5",-0.6461,0.9,0.55,0.19,0.28,1.83,-0.23,0.85,0.59,"10","6","8","1","3","2",-0.35,-0.8,-0.08,-0.01,3,"2","2","1","1","4","4","2","3","1","1","1","1","2","1",2,"1","1","1","1","2","0","0"
"1","8","1","7","8","0","4","8","4",1.558,-0.3,1.62,0.85,-0.89,-0.59,0.16,0.67,0.21,"2","8","2","1","1","3",1.15,0.65,0.26,-0.35,3,"3","2","1","1","4","4","4","4","1","2","1","1","2","1",5,"1","1","1","1","1","0","1"
"1","6","1","2","8","0","2","6","4",0.309,-0.3,0.1,2.08,0.1,0.25,-1.38,1,0.23,"6","8","8","1","2","4",0.12,0.17,0.42,0.45,4,"2","1","2","2","3","4","3","3","1","1","1","1","2","1",3,"1","1","1","1","4","0","1"
"1","8","1","7","8","0","0","0","8",1.7231,0.9,1.62,1.39,1.27,1.53,2.03,1.59,0.33,"10","10","8","1","1","4",-1.51,-0.6,-1.38,-1.11,4,"3","1","1","2","3","4","4","4","1","1","1","1","2","1",2,"1","1","1","1","1","0","1"
"1","8","1","4","8","0","2","8","4",0.8313,-0.3,-1.14,-1.31,0.66,1.42,1.7,-0.04,1.01,"8","6","8","1","2","3",-0.47,0.87,0.61,0.95,2.5,"2","1","1","1","4","3","4","4","1","2","1","1","1","2",2,"1","1","1","1","2","0","1"
"0","8","1","2","8","0","2","8","6",-0.4843,0.74,1.21,0.12,-0.33,0.25,-0.23,-0.29,0.96,"11","11","8","5","2","1",-0.57,-0.68,-1.09,-1.11,4,"1","2","1","1","3","4","2","3","1","2","1","1","1","1",1,"1","1","1","1","1","0","1"
"1","8","1","4","8","0","3","8","7",0.055,-0.07,-0.17,-0.66,0.1,0.25,0.93,0.16,1.01,"6","11","8","1","2","2",-1.94,-1.09,-0.49,-0.91,4,"2","1","1","1","3","3","2","3","1","2","1","1","2","2",2,"1","1","1","1","3","0","1"
"0","8","1","4","8","0","5","8","6",1.192,1.31,0.1,1.23,-0.33,-1.33,-0.67,1,0.23,"11","11","8","1","1","2",0.04,0.03,-0.49,0,3.5,"2","1","2","2","3","3","3","3","2","1","1","1","1","1",2,"1","1","1","1","3","1","1"
"1","5","1","2","8","0","0","0","2",-0.5628,-1.67,1.62,-0.56,-1.5,0.97,-0.55,0.84,-0.2,"6","8","8","1","2","2",-0.27,0.11,0.68,0,1.5,"2","2","2","2","3","2","1","4","1","2","1","1","1","1",1,"1","3","1","1","2","0","0"
"0","8","1","3","8","0","2","8","4",-0.1806,0.9,0.1,-0.18,0.1,-0.46,-0.67,-0.39,0.1,"6","6","8","1","4","2",0.32,-0.12,-1.38,0.11,2.5,"2","2","2","1","3","3","3","3","1","1","1","1","1","2",2,"1","1","1","1","4","0","1"
"1","3","1","3","3","0","0","0","6",0.1743,-0.3,-0.17,0.56,-0.89,-1.33,0.54,-0.04,-0.5,"11","6","8","1","1","4",0.02,1.17,1.15,1.1,2,"2","2","2","3","2","3","3","3","1","2","1","1","1","2",1,"1","1","1","2","3","0","0"
"1","8","1","2","8","0","0","0","3",-0.7751,0.67,0.77,2.08,1.69,0.25,0.61,1.59,1.39,"11","6","8","1","4","3",-0.28,-1.37,-0.78,1.1,4,"1","1","1","1","4","4","2","3","1","1","1","1","2","1",3,"1","1","1","1","2","0","1"
"1","8","1","3","8","0","4","8","5",1.2487,-2.3,-1.68,-1.81,1.69,-0.16,1.19,-0.59,0.41,"10","10","8","1","2","3",1.67,0.26,0.68,1.1,3.5,"2","1","1","3","4","3","3","4","1","2","1","1","2","5",2,"1","1","2","1","4","0","2"
"0","8","0","5","8","1","4","8","4",1.3164,-1.74,-0.29,-1.33,0.84,0.25,1.66,-0.04,1.01,"10","6","8","5","2","3",0.31,-0.19,-0.9,-1.11,3.5,"2","1","1","1","3","4","4","4","1","1","1","1","1","2",3,"1","1","1","1","2","0","1"
"1","8","1","5","8","0","4","8","4",1.1088,0.27,-1.05,0.56,0.71,-0.49,0.56,-2,-2.53,"6","6","8","1","2","4",-0.74,0.3,0.61,0.11,2,"4","2","4","4","2","4","1","2","1","1","1","2","1","1",1,"2","4","4","2","4","1","1"
"0","5","1","2","8","0","2","8","4",-0.6184,-0.7,-1.82,-2.46,-0.76,-1.63,-0.17,-1.28,-1.36,"11","6","8","3","2","4",-0.81,-1.09,-0.56,0.43,1,"3","2","3","3","2","3","4","3","1","1","1","1","1","1",1,"1","1","1","3","2","0","0"
"0","8","1","3","8","0","4","8","5",0.4495,-0.7,0.1,-0.64,-0.33,0.25,-0.28,-0.04,1.09,"11","4","8","1","4","1",0.53,-0.6,-0.9,-1.11,4,"1","1","1","2","2","3","3","3","1","1","1","1","1","1",2,"1","1","1","1","4","0","1"
"0","6","1","2","3","0","3","3","4",-0.3699,-0.3,0.51,-0.54,0.1,-0.05,-0.23,-0.06,0.52,"11","8","3","1","2","3",1.25,0.52,-0.15,0,3.5,"2","1","2","1","3","3","3","2","1","1","1","1","1","2",2,"1","1","1","1","1","0","1"
"1","8","0","5","8","1","7","8","7",1.1744,1.31,1.34,1.6,-0.04,-0.77,-0.63,0.92,1.39,"6","8","8","0","2","4",1.61,0.87,0.68,1.1,4,"1","1","1","1","4","4","4","4","1","1","1","1","2","2",5,"1","1","1","1","2","0","1"
"1","8","0","2","8","1","2","8","4",-0.5318,-0.3,-1,-0.16,0.1,0.25,1.38,-0.04,0.23,"8","6","8","1","3","2",-0.35,-0.8,-0.08,-0.01,3,"2","1","2","2","2","3","3","3","1","1","1","1","3","2",3,"2","1","1","1","2","0","2"
"1","8","1","2","8","0","2","8","4",0.2122,1.31,0.78,-0.36,-0.6,-0.17,1.31,1.59,-0.67,"10","11","5","1","4","3",0.08,0.87,1.02,0.8,2.5,"1","4","2","2","3","3","3","1","1","1","1","1","2","1",3,"1","1","1","1","2","0","0"
"1","8","1","5","8","0","0","0","2",1.2788,-0.3,0.1,0.19,-0.47,-0.05,0.93,0.16,0.52,"6","8","8","0","1","1",1.76,1.07,0.74,1.1,4,"2","1","2","1","4","3","3","3","1","1","1","1","1","2",2,"1","1","1","1","3","0","1"
"1","8","1","4","8","0","0","0","2",0.8492,-0.7,-0.17,0.19,0.1,0.25,-0.28,-0.04,-0.2,"8","6","8","0","1","3",1.08,1.07,0.74,0.69,3.5,"2","2","2","2","4","4","4","3","2","2","1","1","2","1",2,"1","1","1","1","1","0","1"
